sale_id,medicine_id,quantity_sold,selling_price,discount_percent,sale_date,sale_time,payment_method,prescription_required,bill_no
52342,1019,1,417.84,5,11-12-2025,19:02,Card,FALSE,BIL251211-846
52343,1001,1,315.92,5,11-12-2025,11:06,Cash,FALSE,BIL251211-553
52344,1000,1,359.75,15,11-12-2025,21:14,UPI,TRUE,BIL251211-737
52345,1017,1,327.73,0,11-12-2025,13:34,Card,FALSE,BIL251211-779
52346,1004,2,733.81,0,12-12-2025,18:25,UPI,TRUE,BIL251212-662
52347,1004,2,745.64,0,12-12-2025,13:44,UPI,TRUE,BIL251212-192
52348,1005,1,407.08,15,12-12-2025,21:42,Cash,FALSE,BIL251212-227
52349,1004,2,583.46,0,12-12-2025,09:54,UPI,TRUE,BIL251212-589
52350,1012,10,190.97,10,12-12-2025,20:02,Cash,FALSE,BIL251212-172
52351,1012,2,332.06,5,12-12-2025,12:53,Card,FALSE,BIL251212-870
52352,1002,3,649.85,0,12-12-2025,14:15,Card,FALSE,BIL251212-826
52353,1004,2,98.01,0,12-12-2025,14:23,Card,TRUE,BIL251212-488
52354,1022,2,58.34,0,12-12-2025,19:36,Cash,FALSE,BIL251212-239
52355,1017,1,777.59,0,12-12-2025,09:18,UPI,FALSE,BIL251212-484
52356,1010,2,210.33,10,12-12-2025,17:39,Card,FALSE,BIL251212-609
52357,1018,2,274.96,0,12-12-2025,11:00,UPI,TRUE,BIL251212-418
52358,1001,1,694.84,0,12-12-2025,16:21,Card,FALSE,BIL251212-129
52359,1026,2,630.36,0,12-12-2025,14:14,Cash,TRUE,BIL251212-618
52360,1011,3,42.54,0,12-12-2025,21:23,Cash,FALSE,BIL251212-514
52361,1020,4,567.86,10,12-12-2025,11:49,Card,FALSE,BIL251212-817
52362,1017,1,104.55,0,12-12-2025,18:38,Cash,FALSE,BIL251212-154
52363,1021,1,746.89,0,12-12-2025,11:07,Cash,FALSE,BIL251212-401
52364,1017,1,614.39,0,12-12-2025,16:44,UPI,FALSE,BIL251212-418
52365,1003,2,615.77,0,12-12-2025,15:01,Cash,FALSE,BIL251212-281
52366,1009,1,787.13,0,12-12-2025,17:52,Insurance,TRUE,BIL251212-646
52367,1017,3,440.93,15,12-12-2025,09:48,UPI,FALSE,BIL251212-649
52368,1024,1,390.18,0,12-12-2025,15:30,UPI,FALSE,BIL251212-672
52369,1028,1,702.2,0,12-12-2025,18:56,UPI,FALSE,BIL251212-554
52370,1013,5,647.88,10,12-12-2025,13:28,Cash,FALSE,BIL251212-835
52371,1005,2,225.24,0,12-12-2025,21:27,Cash,FALSE,BIL251212-847
52372,1010,1,148.41,0,12-12-2025,13:14,UPI,FALSE,BIL251212-590
52373,1019,1,355.47,0,12-12-2025,20:24,UPI,FALSE,BIL251212-645
52374,1023,1,384.37,15,12-12-2025,19:10,Cash,FALSE,BIL251212-371
52375,1010,5,156.37,0,12-12-2025,19:35,UPI,FALSE,BIL251212-338
52376,1021,2,705.35,0,12-12-2025,21:17,Cash,FALSE,BIL251212-792
52377,1019,5,218.48,0,12-12-2025,13:41,Card,FALSE,BIL251212-857
52378,1017,1,156.16,10,12-12-2025,10:08,UPI,FALSE,BIL251212-257
52379,1014,5,788.09,0,12-12-2025,17:39,UPI,FALSE,BIL251212-848
52380,1026,5,552.09,0,12-12-2025,10:28,Card,TRUE,BIL251212-892
52381,1024,1,180.9,0,12-12-2025,19:41,UPI,FALSE,BIL251212-270
52382,1003,2,39.55,10,12-12-2025,17:34,Cash,FALSE,BIL251212-273
52383,1015,3,720.24,0,12-12-2025,09:41,Card,FALSE,BIL251212-920
52384,1011,3,493.26,0,12-12-2025,12:52,Cash,FALSE,BIL251212-436
52385,1009,3,171.6,0,12-12-2025,21:14,Cash,TRUE,BIL251212-658
52386,1026,2,132.96,0,12-12-2025,12:21,UPI,TRUE,BIL251212-412
52387,1025,1,620.2,10,12-12-2025,21:40,UPI,TRUE,BIL251212-627
52388,1006,1,700.62,0,12-12-2025,17:18,Card,FALSE,BIL251212-168
52389,1006,3,289.37,0,12-12-2025,13:16,UPI,FALSE,BIL251212-468
52390,1022,1,335.78,5,12-12-2025,12:52,Card,FALSE,BIL251212-470
52391,1014,2,390.59,0,12-12-2025,16:45,UPI,FALSE,BIL251212-209
52392,1026,1,527.5,5,12-12-2025,21:46,UPI,TRUE,BIL251212-346
52393,1001,2,116.2,0,12-12-2025,17:32,UPI,FALSE,BIL251212-995
52394,1006,2,321.08,0,12-12-2025,18:27,Insurance,FALSE,BIL251212-640
52395,1025,2,126.81,10,12-12-2025,20:38,Cash,TRUE,BIL251212-422
52396,1005,2,539.98,5,12-12-2025,10:17,UPI,FALSE,BIL251212-797
52397,1018,1,313.94,0,12-12-2025,10:55,UPI,TRUE,BIL251212-712
52398,1017,2,732.96,5,12-12-2025,11:17,Cash,FALSE,BIL251212-308
52399,1016,3,525.98,0,12-12-2025,11:33,Cash,TRUE,BIL251212-681
52400,1010,3,137.74,0,12-12-2025,19:42,Card,FALSE,BIL251212-130
52401,1020,1,591.47,10,12-12-2025,18:13,Insurance,FALSE,BIL251212-629
52402,1001,4,703.8,5,12-12-2025,17:59,Cash,FALSE,BIL251212-249
52403,1026,1,656.65,0,12-12-2025,12:11,UPI,TRUE,BIL251212-116
52404,1008,1,427.18,0,12-12-2025,15:07,Cash,FALSE,BIL251212-130
52405,1017,2,512.48,0,12-12-2025,17:58,UPI,FALSE,BIL251212-592
52406,1026,3,114.93,0,12-12-2025,13:12,Cash,TRUE,BIL251212-915
52407,1022,1,64.73,5,12-12-2025,17:18,UPI,FALSE,BIL251212-765
52408,1003,1,755.86,0,12-12-2025,21:03,UPI,FALSE,BIL251212-382
52409,1029,2,545.25,10,12-12-2025,19:08,Cash,FALSE,BIL251212-416
52410,1013,2,786.3,0,12-12-2025,19:50,Cash,FALSE,BIL251212-103
52411,1007,1,623.01,0,12-12-2025,21:25,UPI,FALSE,BIL251212-103
52412,1008,1,590.54,10,12-12-2025,20:37,Cash,FALSE,BIL251212-954
52413,1016,1,35.25,0,12-12-2025,15:27,Insurance,TRUE,BIL251212-784
52414,1027,1,229.56,0,12-12-2025,19:25,UPI,TRUE,BIL251212-406
52415,1009,4,544.34,5,12-12-2025,12:18,Cash,TRUE,BIL251212-557
52416,1023,2,98.45,0,12-12-2025,18:17,UPI,FALSE,BIL251212-580
52417,1014,1,499.84,0,12-12-2025,17:48,Cash,FALSE,BIL251212-529
52418,1013,2,249.48,0,12-12-2025,17:46,Card,FALSE,BIL251212-736
52419,1023,2,322.96,0,12-12-2025,09:33,Cash,FALSE,BIL251212-543
52420,1016,2,425.63,0,12-12-2025,10:30,Card,TRUE,BIL251212-798
52421,1006,2,398.53,0,12-12-2025,14:01,Cash,FALSE,BIL251212-705
52422,1007,2,288,5,12-12-2025,18:29,UPI,FALSE,BIL251212-123
52423,1008,2,204.66,0,12-12-2025,10:08,Card,FALSE,BIL251212-818
52424,1000,3,284.65,5,12-12-2025,19:33,Card,TRUE,BIL251212-950
52425,1026,4,316.51,0,12-12-2025,10:35,UPI,TRUE,BIL251212-879
52426,1010,5,719.91,0,12-12-2025,11:04,UPI,FALSE,BIL251212-469
52427,1028,1,225.42,15,12-12-2025,16:31,Card,FALSE,BIL251212-823
52428,1012,1,603.4,0,12-12-2025,15:38,Cash,FALSE,BIL251212-176
52429,1026,1,517.67,5,12-12-2025,17:09,Cash,TRUE,BIL251212-723
52430,1016,3,334.19,0,12-12-2025,13:11,Cash,TRUE,BIL251212-717
52431,1022,5,280.73,0,12-12-2025,16:03,UPI,FALSE,BIL251212-370
52432,1013,3,275.24,10,12-12-2025,10:52,Card,FALSE,BIL251212-797
52433,1018,1,379.2,5,12-12-2025,14:27,UPI,TRUE,BIL251212-229
52434,1027,1,470.82,0,12-12-2025,14:31,UPI,TRUE,BIL251212-827
52435,1021,2,751.72,0,12-12-2025,19:25,Cash,FALSE,BIL251212-821
52436,1002,4,288.84,15,12-12-2025,16:10,Cash,FALSE,BIL251212-239
52437,1010,1,590.17,15,12-12-2025,17:10,UPI,FALSE,BIL251212-725
52438,1002,1,553.35,5,12-12-2025,09:03,Cash,FALSE,BIL251212-632
52439,1028,2,731.68,0,12-12-2025,11:44,Cash,FALSE,BIL251212-563
52440,1007,1,126.27,0,12-12-2025,15:59,Card,FALSE,BIL251212-913
52441,1027,3,24.87,0,12-12-2025,21:22,UPI,TRUE,BIL251212-756
52442,1013,2,760.06,0,12-12-2025,18:23,Insurance,FALSE,BIL251212-725
52443,1020,1,362.69,5,12-12-2025,19:05,Cash,FALSE,BIL251212-537
52444,1027,1,671.16,5,12-12-2025,12:52,UPI,TRUE,BIL251212-551
52445,1025,1,464.22,0,12-12-2025,09:29,Cash,TRUE,BIL251212-540
52446,1011,2,550.78,0,12-12-2025,16:16,UPI,FALSE,BIL251212-949
52447,1001,10,87.57,0,12-12-2025,21:19,Card,FALSE,BIL251212-435
52448,1025,2,197.06,0,12-12-2025,21:36,Card,TRUE,BIL251212-523
52449,1002,2,420.31,10,12-12-2025,15:22,Cash,FALSE,BIL251212-363
52450,1015,1,388.33,0,12-12-2025,20:05,Insurance,FALSE,BIL251212-912
52451,1027,3,630.74,15,12-12-2025,12:51,Cash,TRUE,BIL251212-651
52452,1029,1,687.16,5,12-12-2025,10:02,Cash,FALSE,BIL251212-146
52453,1029,1,624.25,0,12-12-2025,15:14,UPI,FALSE,BIL251212-170
52454,1010,2,213.76,15,12-12-2025,21:50,UPI,FALSE,BIL251212-548
52455,1025,1,585.08,5,12-12-2025,14:55,UPI,TRUE,BIL251212-530
52456,1015,2,336.39,0,12-12-2025,17:27,Cash,FALSE,BIL251212-539
52457,1008,2,478.86,0,12-12-2025,20:16,UPI,FALSE,BIL251212-654
52458,1013,2,379.77,15,12-12-2025,14:51,Cash,FALSE,BIL251212-916
52459,1015,4,775.86,0,12-12-2025,11:34,Cash,FALSE,BIL251212-442
52460,1020,1,591.05,10,12-12-2025,20:03,Cash,FALSE,BIL251212-559
52461,1001,2,294.9,0,12-12-2025,15:10,Cash,FALSE,BIL251212-287
52462,1008,3,27.59,0,12-12-2025,14:57,UPI,FALSE,BIL251212-209
52463,1025,1,510.58,0,12-12-2025,09:42,Insurance,TRUE,BIL251212-204
52464,1006,4,97.79,0,12-12-2025,10:29,UPI,FALSE,BIL251212-497
52465,1021,1,789.3,0,12-12-2025,14:51,Cash,FALSE,BIL251212-555
52466,1001,2,59,5,12-12-2025,11:40,Cash,FALSE,BIL251212-834
52467,1015,2,737.11,0,12-12-2025,13:44,UPI,FALSE,BIL251212-798
52468,1004,1,20.51,0,12-12-2025,11:11,Card,TRUE,BIL251212-421
52469,1023,3,722.08,0,12-12-2025,09:00,Cash,FALSE,BIL251212-527
52470,1020,3,565.72,0,12-12-2025,14:07,Cash,FALSE,BIL251212-983
52471,1009,3,146.53,10,12-12-2025,21:41,UPI,TRUE,BIL251212-702
52472,1020,1,514.3,0,12-12-2025,09:28,Cash,FALSE,BIL251212-954
52473,1004,2,585.85,5,12-12-2025,11:29,Card,TRUE,BIL251212-150
52474,1029,5,572.47,0,12-12-2025,14:41,Cash,FALSE,BIL251212-336
52475,1011,2,666.8,0,12-12-2025,15:18,Insurance,FALSE,BIL251212-736
52476,1026,1,244.31,5,12-12-2025,12:44,UPI,TRUE,BIL251212-221
52477,1019,1,262.44,10,12-12-2025,12:27,Cash,FALSE,BIL251212-726
52478,1006,2,613.05,0,12-12-2025,17:19,Card,FALSE,BIL251212-196
52479,1016,5,792.58,0,12-12-2025,18:39,UPI,TRUE,BIL251212-658
52480,1023,1,612.77,0,12-12-2025,14:43,Card,FALSE,BIL251212-250
52481,1026,1,322.58,0,12-12-2025,15:31,Card,TRUE,BIL251212-691
52482,1020,1,34.99,0,12-12-2025,17:03,Cash,FALSE,BIL251212-496
52483,1028,3,392.45,0,12-12-2025,20:57,Cash,FALSE,BIL251212-590
52484,1010,2,561.62,0,12-12-2025,12:42,Cash,FALSE,BIL251212-968
52485,1014,1,402.24,15,12-12-2025,14:55,Cash,FALSE,BIL251212-102
52486,1028,1,358.73,5,12-12-2025,11:21,Cash,FALSE,BIL251212-323
52487,1012,1,291.39,0,12-12-2025,16:13,Insurance,FALSE,BIL251212-420
52488,1011,1,721.1,0,12-12-2025,10:29,Card,FALSE,BIL251212-288
52489,1001,2,509.63,0,12-12-2025,18:44,UPI,FALSE,BIL251212-324
52490,1025,3,234.02,10,12-12-2025,10:00,UPI,TRUE,BIL251212-132
52491,1023,2,469.49,10,12-12-2025,19:02,Cash,FALSE,BIL251212-105
52492,1012,2,768.08,0,12-12-2025,15:32,Cash,FALSE,BIL251212-114
52493,1011,1,724.23,0,12-12-2025,15:28,Cash,FALSE,BIL251212-239
52494,1023,4,239.64,0,13-12-2025,16:21,UPI,FALSE,BIL251213-676
52495,1017,2,785.98,0,13-12-2025,18:55,Cash,FALSE,BIL251213-275
52496,1024,2,483.01,0,13-12-2025,11:25,Cash,FALSE,BIL251213-963
52497,1001,1,489.07,10,13-12-2025,21:00,UPI,FALSE,BIL251213-244
52498,1021,2,295.9,0,13-12-2025,13:29,Insurance,FALSE,BIL251213-125
52499,1029,2,106.51,10,13-12-2025,10:05,UPI,FALSE,BIL251213-962
52500,1024,1,576.68,0,13-12-2025,11:12,Card,FALSE,BIL251213-272
52501,1019,1,608.29,5,13-12-2025,11:04,Cash,FALSE,BIL251213-637
52502,1009,3,384.62,10,13-12-2025,20:00,UPI,TRUE,BIL251213-679
52503,1006,1,103,0,13-12-2025,15:13,Card,FALSE,BIL251213-440
52504,1019,2,83.61,0,13-12-2025,14:36,UPI,FALSE,BIL251213-806
52505,1020,5,150.63,0,13-12-2025,15:35,Card,FALSE,BIL251213-825
52506,1015,1,794.08,0,13-12-2025,12:30,Card,FALSE,BIL251213-927
52507,1004,2,689.3,0,13-12-2025,15:38,UPI,TRUE,BIL251213-620
52508,1026,4,394.08,0,13-12-2025,17:17,Cash,TRUE,BIL251213-418
52509,1004,4,452.83,15,13-12-2025,11:10,UPI,TRUE,BIL251213-588
52510,1022,1,62.1,0,13-12-2025,18:18,Card,FALSE,BIL251213-740
52511,1006,4,783.92,0,13-12-2025,11:03,Cash,FALSE,BIL251213-384
52512,1027,1,790.17,0,13-12-2025,20:08,UPI,TRUE,BIL251213-980
52513,1013,2,105.57,0,13-12-2025,14:36,Card,FALSE,BIL251213-300
52514,1002,3,517.79,5,13-12-2025,20:00,Cash,FALSE,BIL251213-749
52515,1016,1,53.6,10,13-12-2025,20:09,Cash,TRUE,BIL251213-234
52516,1000,1,362.35,0,13-12-2025,11:44,UPI,TRUE,BIL251213-349
52517,1019,1,154.16,10,13-12-2025,21:08,Card,FALSE,BIL251213-527
52518,1011,1,56.69,0,13-12-2025,12:00,UPI,FALSE,BIL251213-944
52519,1023,1,577.89,0,13-12-2025,16:29,Card,FALSE,BIL251213-507
52520,1010,4,94.84,0,13-12-2025,11:49,Cash,FALSE,BIL251213-123
52521,1027,2,792.72,0,13-12-2025,19:56,UPI,TRUE,BIL251213-860
52522,1001,1,227.57,10,13-12-2025,09:55,UPI,FALSE,BIL251213-696
52523,1001,3,434.09,0,13-12-2025,21:01,Cash,FALSE,BIL251213-962
52524,1005,5,442.15,0,13-12-2025,18:24,Cash,FALSE,BIL251213-254
52525,1010,2,645.14,0,13-12-2025,10:26,Card,FALSE,BIL251213-613
52526,1005,1,302.92,10,13-12-2025,15:53,Insurance,FALSE,BIL251213-502
52527,1003,2,546.71,10,13-12-2025,15:14,UPI,FALSE,BIL251213-256
52528,1007,1,419.47,0,13-12-2025,14:03,Cash,FALSE,BIL251213-393
52529,1018,3,630.91,0,13-12-2025,09:28,Insurance,TRUE,BIL251213-500
52530,1020,5,554.19,0,13-12-2025,12:45,Cash,FALSE,BIL251213-526
52531,1008,1,255.79,0,13-12-2025,11:29,Cash,FALSE,BIL251213-966
52532,1015,1,112.55,10,13-12-2025,10:05,Cash,FALSE,BIL251213-250
52533,1021,1,632.95,0,13-12-2025,20:21,UPI,FALSE,BIL251213-668
52534,1006,2,227.91,0,13-12-2025,19:32,UPI,FALSE,BIL251213-751
52535,1004,4,48.11,5,13-12-2025,18:43,Card,TRUE,BIL251213-857
52536,1008,2,337.9,0,13-12-2025,20:19,UPI,FALSE,BIL251213-828
52537,1013,1,488.61,0,13-12-2025,13:14,Cash,FALSE,BIL251213-446
52538,1025,3,676.53,5,13-12-2025,13:29,Insurance,TRUE,BIL251213-291
52539,1006,4,540.03,0,13-12-2025,12:14,Cash,FALSE,BIL251213-307
52540,1005,5,47.09,0,13-12-2025,10:05,UPI,FALSE,BIL251213-474
52541,1000,3,432.62,0,13-12-2025,14:46,Cash,TRUE,BIL251213-984
52542,1025,2,528.89,10,13-12-2025,18:43,Cash,TRUE,BIL251213-438
52543,1017,3,316.42,5,13-12-2025,20:51,Insurance,FALSE,BIL251213-839
52544,1026,3,723.16,0,13-12-2025,12:23,Insurance,TRUE,BIL251213-547
52545,1001,1,349.48,10,13-12-2025,15:24,UPI,FALSE,BIL251213-708
52546,1022,3,302.29,5,13-12-2025,15:13,UPI,FALSE,BIL251213-229
52547,1021,1,287.74,0,13-12-2025,17:44,UPI,FALSE,BIL251213-686
52548,1020,1,674.24,0,13-12-2025,13:32,Cash,FALSE,BIL251213-449
52549,1002,1,331.3,0,13-12-2025,21:23,Card,FALSE,BIL251213-506
52550,1023,1,368.41,0,13-12-2025,12:00,Card,FALSE,BIL251213-382
52551,1021,1,291.65,5,13-12-2025,10:17,Cash,FALSE,BIL251213-225
52552,1008,5,206.56,15,13-12-2025,13:41,Card,FALSE,BIL251213-300
52553,1026,1,647.88,10,13-12-2025,10:19,UPI,TRUE,BIL251213-416
52554,1023,1,651.48,0,13-12-2025,15:14,UPI,FALSE,BIL251213-568
52555,1006,1,769.62,0,13-12-2025,09:01,Card,FALSE,BIL251213-802
52556,1003,3,406.63,0,13-12-2025,14:58,Cash,FALSE,BIL251213-223
52557,1017,1,589.31,0,13-12-2025,17:17,Cash,FALSE,BIL251213-314
52558,1006,1,776.18,0,13-12-2025,11:27,UPI,FALSE,BIL251213-617
52559,1002,3,211.48,5,13-12-2025,19:56,UPI,FALSE,BIL251213-149
52560,1022,1,145.62,15,13-12-2025,19:59,UPI,FALSE,BIL251213-125
52561,1025,2,340.52,0,13-12-2025,20:52,Cash,TRUE,BIL251213-555
52562,1011,2,123,0,13-12-2025,19:20,Card,FALSE,BIL251213-299
52563,1008,2,96.26,10,13-12-2025,19:52,Cash,FALSE,BIL251213-881
52564,1017,2,298.55,0,13-12-2025,16:59,Card,FALSE,BIL251213-125
52565,1026,4,306.64,0,13-12-2025,19:02,Cash,TRUE,BIL251213-255
52566,1008,2,524.67,5,13-12-2025,10:19,Cash,FALSE,BIL251213-574
52567,1011,2,757.38,0,13-12-2025,09:38,Cash,FALSE,BIL251213-687
52568,1027,2,104.64,10,13-12-2025,21:25,Card,TRUE,BIL251213-742
52569,1018,2,405.61,0,13-12-2025,09:12,Cash,TRUE,BIL251213-487
52570,1025,2,293.83,0,13-12-2025,21:25,Cash,TRUE,BIL251213-838
52571,1000,1,523,0,13-12-2025,19:54,Card,TRUE,BIL251213-352
52572,1007,1,493.79,15,13-12-2025,14:52,UPI,FALSE,BIL251213-775
52573,1029,4,135.72,0,14-12-2025,20:49,UPI,FALSE,BIL251214-332
52574,1008,2,168.28,0,14-12-2025,18:11,Cash,FALSE,BIL251214-472
52575,1003,4,531.17,5,14-12-2025,21:53,Cash,FALSE,BIL251214-462
52576,1022,1,196.78,0,14-12-2025,17:22,Insurance,FALSE,BIL251214-580
52577,1028,1,727.77,0,14-12-2025,16:02,Card,FALSE,BIL251214-498
52578,1008,2,634.57,0,14-12-2025,17:51,Cash,FALSE,BIL251214-974
52579,1004,1,50.09,0,14-12-2025,10:09,Cash,TRUE,BIL251214-462
52580,1009,2,648.28,15,14-12-2025,12:57,Insurance,TRUE,BIL251214-794
52581,1007,2,731.77,5,14-12-2025,16:42,UPI,FALSE,BIL251214-745
52582,1026,2,571.81,0,14-12-2025,13:49,Card,TRUE,BIL251214-305
52583,1011,1,607.93,0,14-12-2025,12:13,Insurance,FALSE,BIL251214-256
52584,1028,1,138.59,5,14-12-2025,09:40,Cash,FALSE,BIL251214-722
52585,1028,1,797.77,0,14-12-2025,19:54,UPI,FALSE,BIL251214-257
52586,1017,3,538.7,0,14-12-2025,11:11,UPI,FALSE,BIL251214-462
52587,1001,2,298.38,5,14-12-2025,18:21,Cash,FALSE,BIL251214-771
52588,1027,1,307.7,5,14-12-2025,19:50,UPI,TRUE,BIL251214-985
52589,1008,3,72,0,14-12-2025,17:03,Cash,FALSE,BIL251214-800
52590,1020,3,223.35,5,14-12-2025,09:31,UPI,FALSE,BIL251214-334
52591,1021,4,722.79,5,14-12-2025,19:35,Cash,FALSE,BIL251214-113
52592,1003,4,72.16,5,14-12-2025,11:25,UPI,FALSE,BIL251214-620
52593,1006,3,537.9,0,14-12-2025,20:30,UPI,FALSE,BIL251214-495
52594,1022,1,560.3,5,14-12-2025,09:23,Cash,FALSE,BIL251214-682
52595,1014,1,155.94,0,14-12-2025,10:23,Cash,FALSE,BIL251214-837
52596,1002,1,76.42,5,14-12-2025,19:21,Cash,FALSE,BIL251214-378
52597,1016,1,748.01,0,14-12-2025,20:24,Card,TRUE,BIL251214-316
52598,1007,2,371.67,0,14-12-2025,21:11,Cash,FALSE,BIL251214-922
52599,1005,1,126.93,0,14-12-2025,15:10,UPI,FALSE,BIL251214-172
52600,1004,2,528.58,0,14-12-2025,20:42,Cash,TRUE,BIL251214-414
52601,1013,1,177.39,0,14-12-2025,20:27,UPI,FALSE,BIL251214-735
52602,1016,2,434.94,0,14-12-2025,15:02,Card,TRUE,BIL251214-635
52603,1005,2,77.87,0,14-12-2025,16:14,Cash,FALSE,BIL251214-716
52604,1002,10,164.59,0,14-12-2025,15:43,UPI,FALSE,BIL251214-571
52605,1008,5,478.09,15,14-12-2025,17:39,Card,FALSE,BIL251214-657
52606,1000,2,205.04,0,14-12-2025,12:40,UPI,TRUE,BIL251214-815
52607,1019,2,178.35,0,14-12-2025,19:49,Cash,FALSE,BIL251214-416
52608,1021,1,763.97,0,14-12-2025,21:37,Card,FALSE,BIL251214-286
52609,1015,1,132.89,0,14-12-2025,18:04,Cash,FALSE,BIL251214-124
52610,1008,3,399.31,0,14-12-2025,13:36,Card,FALSE,BIL251214-918
52611,1005,4,374.63,5,14-12-2025,09:08,Card,FALSE,BIL251214-674
52612,1013,2,258.81,0,14-12-2025,21:27,Card,FALSE,BIL251214-404
52613,1007,2,434.35,10,14-12-2025,10:26,UPI,FALSE,BIL251214-494
52614,1019,4,299.86,15,14-12-2025,13:54,Cash,FALSE,BIL251214-123
52615,1004,2,295.34,0,14-12-2025,16:12,Cash,TRUE,BIL251214-856
52616,1010,1,232.47,0,14-12-2025,11:29,Card,FALSE,BIL251214-212
52617,1016,4,461.04,0,14-12-2025,18:44,Cash,TRUE,BIL251214-428
52618,1022,1,561.88,0,14-12-2025,20:00,Cash,FALSE,BIL251214-458
52619,1014,1,432.63,0,14-12-2025,19:13,Card,FALSE,BIL251214-340
52620,1001,10,685.59,0,14-12-2025,17:39,UPI,FALSE,BIL251214-960
52621,1011,2,281.61,0,14-12-2025,13:26,UPI,FALSE,BIL251214-353
52622,1012,1,277.72,0,14-12-2025,13:47,Cash,FALSE,BIL251214-826
52623,1005,1,69.24,10,14-12-2025,18:07,Cash,FALSE,BIL251214-717
52624,1016,2,607.33,0,14-12-2025,20:54,Cash,TRUE,BIL251214-692
52625,1014,2,176.94,10,14-12-2025,15:16,Cash,FALSE,BIL251214-877
52626,1014,1,57.24,0,15-12-2025,15:08,Card,FALSE,BIL251215-588
52627,1012,3,190.45,0,15-12-2025,17:41,UPI,FALSE,BIL251215-634
52628,1000,2,748.33,0,15-12-2025,11:06,Insurance,TRUE,BIL251215-878
52629,1002,2,120.69,0,15-12-2025,10:55,Card,FALSE,BIL251215-144
52630,1029,2,229.55,10,15-12-2025,14:12,Cash,FALSE,BIL251215-826
52631,1014,3,309.02,0,15-12-2025,18:08,UPI,FALSE,BIL251215-228
52632,1017,1,27.93,0,15-12-2025,18:27,UPI,FALSE,BIL251215-490
52633,1007,4,135.74,0,15-12-2025,18:03,UPI,FALSE,BIL251215-244
52634,1024,4,702.22,0,15-12-2025,21:07,Cash,FALSE,BIL251215-984
52635,1028,2,620.65,10,15-12-2025,17:45,Card,FALSE,BIL251215-294
52636,1012,1,283.16,0,15-12-2025,16:00,Card,FALSE,BIL251215-540
52637,1021,5,81.53,0,15-12-2025,12:04,Cash,FALSE,BIL251215-469
52638,1027,2,167.54,0,15-12-2025,15:24,Cash,TRUE,BIL251215-174
52639,1023,1,442.79,0,15-12-2025,12:18,UPI,FALSE,BIL251215-295
52640,1019,3,142.91,0,15-12-2025,11:02,UPI,FALSE,BIL251215-299
52641,1006,1,248.35,0,15-12-2025,12:41,Cash,FALSE,BIL251215-408
52642,1023,1,371.59,0,15-12-2025,17:47,UPI,FALSE,BIL251215-920
52643,1018,2,629.52,0,15-12-2025,09:02,Card,TRUE,BIL251215-766
52644,1010,1,572.12,0,15-12-2025,13:24,UPI,FALSE,BIL251215-151
52645,1022,1,647.68,0,15-12-2025,19:31,Card,FALSE,BIL251215-392
52646,1027,1,191.7,15,15-12-2025,13:13,UPI,TRUE,BIL251215-159
52647,1013,1,416.59,5,15-12-2025,14:03,Cash,FALSE,BIL251215-934
52648,1002,2,756.57,0,15-12-2025,14:11,Card,FALSE,BIL251215-444
52649,1011,3,577.63,5,15-12-2025,12:12,Cash,FALSE,BIL251215-256
52650,1018,2,202.34,0,15-12-2025,11:21,Card,TRUE,BIL251215-210
52651,1027,1,704.7,0,15-12-2025,12:12,Cash,TRUE,BIL251215-579
52652,1000,2,592.57,0,15-12-2025,15:50,Card,TRUE,BIL251215-935
52653,1008,1,687.6,0,15-12-2025,16:39,Card,FALSE,BIL251215-868
52654,1013,3,203.6,5,15-12-2025,11:17,Card,FALSE,BIL251215-315
52655,1015,1,754.42,0,15-12-2025,12:47,Card,FALSE,BIL251215-888
52656,1016,1,400.36,0,15-12-2025,12:17,UPI,TRUE,BIL251215-911
52657,1027,1,119.1,0,15-12-2025,10:51,Card,TRUE,BIL251215-859
52658,1002,3,735.47,0,15-12-2025,16:45,Cash,FALSE,BIL251215-267
52659,1021,2,123.27,0,15-12-2025,14:03,Card,FALSE,BIL251215-999
52660,1017,3,734.71,0,15-12-2025,17:29,UPI,FALSE,BIL251215-204
52661,1029,3,391.5,0,15-12-2025,16:20,UPI,FALSE,BIL251215-523
52662,1001,1,633.59,0,15-12-2025,11:59,Cash,FALSE,BIL251215-495
52663,1003,1,442.47,0,15-12-2025,16:09,UPI,FALSE,BIL251215-580
52664,1017,2,256.31,10,15-12-2025,10:11,Cash,FALSE,BIL251215-713
52665,1016,1,727.24,5,15-12-2025,14:24,Cash,TRUE,BIL251215-646
52666,1002,1,218.68,0,15-12-2025,20:09,UPI,FALSE,BIL251215-597
52667,1014,1,166.35,0,15-12-2025,10:50,Cash,FALSE,BIL251215-233
52668,1017,1,783.87,0,15-12-2025,16:32,Cash,FALSE,BIL251215-813
52669,1022,1,556.92,0,15-12-2025,20:39,Cash,FALSE,BIL251215-175
52670,1018,2,55.67,5,15-12-2025,13:44,Cash,TRUE,BIL251215-744
52671,1016,5,486.65,0,15-12-2025,18:39,Card,TRUE,BIL251215-811
52672,1004,1,462.25,5,15-12-2025,21:07,Card,TRUE,BIL251215-276
52673,1010,1,653.53,10,15-12-2025,20:16,Cash,FALSE,BIL251215-670
52674,1006,2,147.57,0,15-12-2025,13:09,Cash,FALSE,BIL251215-484
